0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
1080Lines,124.556171875,100.62850056505094,41.54625,10.86003503389837,91.0,1600,65.660625,58.82337290235384,255.0,1600,219.7075,63.3555695558804,255.0,1600,41.10625,10.518672013971155,87.0,1600,42.905,10.760272998395534,82.0,1600,63.255,55.24768072055153,255.0,1600,227.760625,63.24446279801398,255.0,1600,39.965625,9.415316954801629,77.0,1600,195.9875,84.58504503604641,255.0,1600,212.108125,80.86742350281956,255.0,1600,247.485,32.307948325450816,255.0,1600,206.26,85.5607015515885,255.0,1600,41.585,10.558185213378291,113.0,1600,74.44125,67.46614186714325,255.0,1600,231.743125,57.18951731073077,255.0,1600,41.381875,9.99173640987266,125.0,1600,32.0,37.0,53.0,255.0,255.0,255.0,255.0,255.0,22.89796875,45.735026363816864,3.004698821981279
1080Lines,124.580859375,100.77179483186988,41.28375,10.43423384525668,90.0,1600,66.163125,58.750204384617895,255.0,1600,220.0875,62.361765880625924,255.0,1600,40.42375,9.650734994677867,91.0,1600,42.5875,10.062981354946455,82.0,1600,61.074375,56.00117269628713,255.0,1600,228.185625,62.072446933880215,255.0,1600,41.32,9.551772086895708,78.0,1600,196.25875,84.55466751420349,255.0,1600,212.5075,81.25947602433823,255.0,1600,247.675625,32.24421119921179,255.0,1600,206.6125,86.13736032494843,255.0,1600,41.88375,9.43889484725304,110.0,1600,73.523125,67.85847010679194,255.0,1600,231.48625,57.93832765050696,255.0,1600,42.220625,10.351060313290374,131.0,1600,33.0,37.0,52.0,255.0,255.0,255.0,255.0,255.0,22.9797265625,45.368485447502344,3.193374172997391
1080Lines,124.6020703125,100.83314948357165,40.82,9.851527800295749,89.0,1600,65.88125,58.72455532771193,255.0,1600,219.829375,63.01519865960414,255.0,1600,40.696875,9.472657506443216,89.0,1600,41.433125,9.493775736469395,82.0,1600,61.431875,56.10334534574899,255.0,1600,228.1775,62.06720948898863,255.0,1600,44.230625,10.677602123575078,81.0,1600,196.464375,84.79876904094407,255.0,1600,212.725625,81.28722435511851,255.0,1600,247.809375,31.974783613175166,255.0,1600,206.565,86.94642473960617,255.0,1600,41.3025,8.03646338571887,110.0,1600,73.428125,67.69669367099382,255.0,1600,231.36125,58.35041343844532,255.0,1600,41.47625,8.386264719021217,118.0,1600,33.0,38.0,52.0,255.0,255.0,255.0,255.0,255.0,22.99296875,45.21711457580551,3.4179106326677626
1080Lines,124.3562109375,101.00121880306942,40.60375,8.920158963690053,87.0,1600,66.588125,58.43850172603996,255.0,1600,219.96875,62.66570252887539,255.0,1600,40.65875,8.053325303096852,74.0,1600,41.2075,9.904200813291299,89.0,1600,60.558125,56.34140681137075,255.0,1600,227.733125,63.302503131664345,255.0,1600,42.983125,9.9972666381554,80.0,1600,196.333125,85.09399745419401,255.0,1600,212.29875,82.12303725774821,255.0,1600,247.8375,31.475662721378878,255.0,1600,206.85125,86.59899897480051,255.0,1600,40.939375,6.530080367757735,103.0,1600,73.643125,67.58251079409801,255.0,1600,231.4425,58.07501996340595,255.0,1600,40.0525,5.702170091289807,75.0,1600,34.0,38.0,50.0,255.0,255.0,255.0,255.0,255.0,22.8947265625,45.21443063686478,3.7378230930214222
1080Lines,127.1623828125,98.73238885180844,40.619375,9.173099236865095,72.0,1600,67.704375,58.09803766788836,255.0,1600,220.15875,62.183195466600935,255.0,1600,42.339375,9.938458110259106,78.0,1600,46.620625,10.709887936359324,81.0,1600,65.625,54.80689395504913,255.0,1600,228.090625,62.34178905124054,255.0,1600,44.6625,10.63889532564354,82.0,1600,200.813125,75.87164788466359,255.0,1600,215.24625,74.72341909292896,255.0,1600,247.985,29.496584971823435,255.0,1600,211.916875,74.57198679956419,255.0,1600,47.2925,18.209460281677764,220.0,1600,76.809375,66.71814248845193,255.0,1600,232.315,55.447166519128814,255.0,1600,46.399375,14.280926952035538,128.0,1600,34.0,41.0,60.0,255.0,255.0,255.0,255.0,255.0,24.2884375,46.40491882665667,2.8135646802653405
1080Lines,127.1279296875,98.90887852555278,41.60875,9.78752642078171,78.0,1600,66.594375,58.455612163071,255.0,1600,220.93,60.14358943395381,255.0,1600,43.76625,11.723176230761865,93.0,1600,46.175625,10.9128264377005,82.0,1600,65.551875,54.99841869530773,255.0,1600,228.12125,62.24305421842263,255.0,1600,44.89625,10.942828059395797,82.0,1600,200.861875,76.1916599535958,255.0,1600,214.134375,78.21375402292985,255.0,1600,248.19125,29.224064115682133,255.0,1600,212.544375,74.59798442893329,255.0,1600,46.233125,15.27129751312491,209.0,1600,74.82875,67.32330148943603,255.0,1600,231.96,56.54357523185106,255.0,1600,47.64875,15.503761589933587,176.0,1600,34.0,40.0,60.0,255.0,255.0,255.0,255.0,255.0,24.4974609375,46.02005754753205,3.1353308130252877
1080Lines,126.5914453125,99.29569672324587,41.71,9.192845043837082,75.0,1600,65.425,58.89728877461168,255.0,1600,219.866875,63.38558907775785,255.0,1600,44.115625,11.74312589813185,97.0,1600,45.559375,10.791384276791138,80.0,1600,65.738125,54.59310438585056,255.0,1600,228.38625,61.77283635172906,255.0,1600,45.6775,10.059062766977847,78.0,1600,200.565,77.06866759585246,255.0,1600,214.035,78.67042821162218,255.0,1600,248.0425,30.409015007888698,255.0,1600,211.4225,76.98264573103474,255.0,1600,45.341875,12.219605005251806,183.0,1600,72.59875,67.97916223694949,255.0,1600,231.56625,57.603672720908165,255.0,1600,45.4125,11.999524730171608,150.0,1600,34.0,40.0,57.0,255.0,255.0,255.0,255.0,255.0,24.1437109375,45.49527202747493,4.01238865343036
1080Lines,125.5126171875,100.08246871421379,41.700625,9.661379280898508,95.0,1600,65.125,58.964316539751394,255.0,1600,219.95625,63.154507645436524,255.0,1600,41.138125,9.085169039944992,85.0,1600,45.596875,10.52208939490513,80.0,1600,61.263125,55.89928568626235,255.0,1600,228.75125,60.82282156754568,255.0,1600,47.644375,12.03839299322692,98.0,1600,199.611875,78.8568480474865,255.0,1600,212.884375,80.92137236762224,255.0,1600,247.78,31.690875658460435,255.0,1600,208.628125,82.19114814859552,255.0,1600,43.47625,10.140854793236121,144.0,1600,72.281875,68.05266285373685,255.0,1600,231.364375,58.281400170718065,255.0,1600,40.999375,6.885809655325581,92.0,1600,34.0,39.0,54.0,255.0,255.0,255.0,255.0,255.0,23.4664453125,45.44049559267533,4.352010942906791
1080Lines,124.6590234375,100.52554802285997,41.478125,8.09572550698052,77.0,1600,65.923125,58.7719402881543,255.0,1600,219.823125,63.0588165146982,255.0,1600,38.39625,7.736875075733097,88.0,1600,43.720625,8.79595501406044,79.0,1600,64.7375,54.77926016066664,255.0,1600,227.65875,63.5170925691463,255.0,1600,40.308125,8.39080949517834,80.0,1600,195.2025,85.94983416941535,255.0,1600,211.116875,82.86440409026288,255.0,1600,247.510625,32.137029064762274,255.0,1600,205.87125,86.22699503889429,255.0,1600,43.736875,14.23517264504983,196.0,1600,74.649375,67.3843745768214,255.0,1600,231.63875,57.471923566533775,255.0,1600,42.7725,10.41120760286721,90.0,1600,33.0,38.0,52.0,255.0,255.0,255.0,255.0,255.0,22.9335546875,45.91498171575316,3.0551620972570532
1080Lines,124.5701171875,100.75036409279136,40.628125,8.119795809278395,77.0,1600,65.9275,58.7613477870445,255.0,1600,219.70375,63.35622294563889,255.0,1600,38.505,8.138026480664706,87.0,1600,43.789375,9.085497350688899,80.0,1600,64.45375,55.132797506905995,255.0,1600,227.79,63.15127393806082,255.0,1600,39.561875,7.272287912643105,77.0,1600,195.32875,86.17971439635606,255.0,1600,212.2625,81.83511528524905,255.0,1600,247.750625,31.78314706112935,255.0,1600,206.70125,85.87356693673264,255.0,1600,42.629375,11.447904267130076,182.0,1600,74.12,67.48177050137319,255.0,1600,231.61625,57.56701734446122,255.0,1600,42.35375,9.171279133114421,89.0,1600,33.0,38.0,51.0,255.0,255.0,255.0,255.0,255.0,23.1193359375,45.404318364242854,3.2759172349894783
1080Lines,124.4438671875,100.92786396286886,40.374375,8.507156890487856,84.0,1600,65.6275,58.83338757669832,255.0,1600,219.926875,62.746187356160334,255.0,1600,40.11,8.762870534248465,86.0,1600,42.59375,8.91830762743134,80.0,1600,63.0625,55.58086310727821,255.0,1600,227.943125,62.751333772553195,255.0,1600,40.77125,7.94938195317724,70.0,1600,195.646875,86.23417059225639,255.0,1600,211.773125,83.1959383187327,255.0,1600,247.83125,31.847315796429378,255.0,1600,207.259375,85.58167648281596,255.0,1600,42.365,8.811102371440251,157.0,1600,73.52,67.72489091907052,255.0,1600,231.51125,57.85573544116002,255.0,1600,40.785625,7.048912565734875,74.0,1600,33.0,38.0,51.0,255.0,255.0,255.0,255.0,255.0,23.0434765625,45.35748569118458,3.4132781870319526
1080Lines,124.222265625,101.08959039135505,39.765,7.8759777170837655,79.0,1600,66.996875,58.301516834764904,255.0,1600,219.88625,62.86909662892812,255.0,1600,41.23125,8.426017649963713,84.0,1600,42.19,9.188179906815058,80.0,1600,59.24875,56.50323551299961,255.0,1600,228.081875,62.38296178833107,255.0,1600,41.980625,10.016436472587195,83.0,1600,195.65625,86.27098635078598,255.0,1600,212.186875,82.31326261748087,255.0,1600,247.74125,32.08902535817347,255.0,1600,206.96375,86.3866956535409,255.0,1600,41.196875,6.481945327937825,120.0,1600,72.856875,67.86932400012817,255.0,1600,231.473125,57.96002309984336,255.0,1600,40.100625,5.584174031078813,70.0,1600,34.0,38.0,49.0,255.0,255.0,255.0,255.0,255.0,22.857265625,45.39341931957972,3.732717142258142
